VARIABLES = "x","y-y0","u"
 7.500000000E-01 2.847544965E-04 7.779901624E-01
 7.500000000E-01 2.905771253E-04 7.817026973E-01
 7.500000000E-01 2.965189633E-04 7.854084373E-01
 7.500000000E-01 3.025800106E-04 7.891074419E-01
 7.500000000E-01 3.087639925E-04 7.928002477E-01
 7.500000000E-01 3.150746343E-04 7.964871526E-01
 7.500000000E-01 3.215119359E-04 8.001685739E-01
 7.500000000E-01 3.280796227E-04 8.038448095E-01
 7.500000000E-01 3.347814200E-04 8.075162768E-01
 7.500000000E-01 3.416210529E-04 8.111833334E-01
 7.500000000E-01 3.485985217E-04 8.148461580E-01
 7.500000000E-01 3.557175514E-04 8.185051680E-01
 7.500000000E-01 3.629818675E-04 8.221606016E-01
 7.500000000E-01 3.703951952E-04 8.258129358E-01
 7.500000000E-01 3.779575345E-04 8.294623494E-01
 7.500000000E-01 3.856726107E-04 8.331089616E-01
 7.500000000E-01 3.935478744E-04 8.367532492E-01
 7.500000000E-01 4.015796003E-04 8.403953910E-01
 7.500000000E-01 4.097752389E-04 8.440356851E-01
 7.500000000E-01 4.181385157E-04 8.476742506E-01
 7.500000000E-01 4.266731557E-04 8.513113260E-01
 7.500000000E-01 4.353791592E-04 8.549471498E-01
 7.500000000E-01 4.442639765E-04 8.585820794E-01
 7.500000000E-01 4.533276078E-04 8.622159958E-01
 7.500000000E-01 4.625775036E-04 8.658492565E-01
 7.500000000E-01 4.720136640E-04 8.694819808E-01
 7.500000000E-01 4.816435394E-04 8.731144667E-01
 7.500000000E-01 4.914671299E-04 8.767466545E-01
 7.500000000E-01 5.014918861E-04 8.803786635E-01
 7.500000000E-01 5.117215333E-04 8.840106726E-01
 7.500000000E-01 5.221597967E-04 8.876428008E-01
 7.500000000E-01 5.328104016E-04 8.912751079E-01
 7.500000000E-01 5.436733481E-04 8.949075937E-01
 7.500000000E-01 5.547635374E-04 8.985403776E-01
 7.500000000E-01 5.660772440E-04 9.021734595E-01
 7.500000000E-01 5.776181933E-04 9.058068991E-01
 7.500000000E-01 5.893975613E-04 9.094406366E-01
 7.500000000E-01 6.014153478E-04 9.130747318E-01
 7.500000000E-01 6.136790034E-04 9.167090058E-01
 7.500000000E-01 6.261922535E-04 9.203435779E-01
 7.500000000E-01 6.389588234E-04 9.239782095E-01
 7.500000000E-01 6.519861636E-04 9.276129603E-01
 7.500000000E-01 6.652779994E-04 9.312476516E-01
 7.500000000E-01 6.788380560E-04 9.348822236E-01
 7.500000000E-01 6.926775095E-04 9.385163784E-01
 7.500000000E-01 7.068000850E-04 9.421500564E-01
 7.500000000E-01 7.212057826E-04 9.457830787E-01
 7.500000000E-01 7.359095034E-04 9.494151473E-01
 7.500000000E-01 7.509112475E-04 9.530460238E-01
 7.500000000E-01 7.662147400E-04 9.566754699E-01
 7.500000000E-01 7.818348822E-04 9.603033662E-01
 7.500000000E-01 7.977716741E-04 9.639291763E-01
 7.500000000E-01 8.140288410E-04 9.675525427E-01
 7.500000000E-01 8.306212840E-04 9.711732864E-01
 7.500000000E-01 8.475527284E-04 9.747909307E-01
 7.500000000E-01 8.648268995E-04 9.784049392E-01
 7.500000000E-01 8.824512479E-04 9.820150733E-01
 7.500000000E-01 9.004369495E-04 9.856207967E-01
 7.500000000E-01 9.187877295E-04 9.892215133E-01
 7.500000000E-01 9.375147638E-04 9.928166866E-01
 7.500000000E-01 9.566217777E-04 9.964060187E-01
 7.500000000E-01 9.761162219E-04 9.999885559E-01
 7.500000000E-01 9.960092138E-04 1.003564000E+00
 7.500000000E-01 1.016304595E-03 1.007131457E+00
 7.500000000E-01 1.037017209E-03 1.010690331E+00
 7.500000000E-01 1.058150781E-03 1.014239907E+00
 7.500000000E-01 1.079712762E-03 1.017779469E+00
 7.500000000E-01 1.101718051E-03 1.021308184E+00
 7.500000000E-01 1.124166651E-03 1.024825335E+00
 7.500000000E-01 1.147073461E-03 1.028329849E+00
 7.500000000E-01 1.170449657E-03 1.031821132E+00
 7.500000000E-01 1.194298966E-03 1.035298347E+00
 7.500000000E-01 1.218636287E-03 1.038760185E+00
 7.500000000E-01 1.243469073E-03 1.042205930E+00
 7.500000000E-01 1.268808497E-03 1.045634627E+00
 7.500000000E-01 1.294662012E-03 1.049045205E+00
 7.500000000E-01 1.321040792E-03 1.052436471E+00
 7.500000000E-01 1.347959740E-03 1.055807829E+00
 7.500000000E-01 1.375426305E-03 1.059157729E+00
 7.500000000E-01 1.403451664E-03 1.062485337E+00
 7.500000000E-01 1.432050718E-03 1.065789580E+00
 7.500000000E-01 1.461227192E-03 1.069069266E+00
 7.500000000E-01 1.491003437E-03 1.072323203E+00
 7.500000000E-01 1.521383179E-03 1.075550675E+00
 7.500000000E-01 1.552381320E-03 1.078750253E+00
 7.500000000E-01 1.584012760E-03 1.081920981E+00
 7.500000000E-01 1.616288675E-03 1.085061789E+00
 7.500000000E-01 1.649220241E-03 1.088171840E+00
 7.500000000E-01 1.682822360E-03 1.091250181E+00
 7.500000000E-01 1.717109932E-03 1.094295621E+00
 7.500000000E-01 1.752097858E-03 1.097307563E+00
 7.500000000E-01 1.787797315E-03 1.100285172E+00
 7.500000000E-01 1.824223204E-03 1.103227615E+00
 7.500000000E-01 1.861390425E-03 1.106134534E+00
 7.500000000E-01 1.899313880E-03 1.109005332E+00
 7.500000000E-01 1.938012196E-03 1.111839414E+00
 7.500000000E-01 1.977500273E-03 1.114636540E+00
 7.500000000E-01 2.017789287E-03 1.117396474E+00
 7.500000000E-01 2.058901591E-03 1.120119095E+00
 7.500000000E-01 2.100852085E-03 1.122804403E+00
 7.500000000E-01 2.143655671E-03 1.125452518E+00
 7.500000000E-01 2.187330974E-03 1.128063679E+00
 7.500000000E-01 2.231892897E-03 1.130638123E+00
 7.500000000E-01 2.277367515E-03 1.133176327E+00
 7.500000000E-01 2.323766006E-03 1.135678887E+00
 7.500000000E-01 2.371110721E-03 1.138146281E+00
 7.500000000E-01 2.419420285E-03 1.140579343E+00
 7.500000000E-01 2.468713326E-03 1.142978787E+00
 7.500000000E-01 2.519012196E-03 1.145345569E+00
 7.500000000E-01 2.570335520E-03 1.147680521E+00
 7.500000000E-01 2.622701926E-03 1.149984956E+00
 7.500000000E-01 2.676137490E-03 1.152259469E+00
 7.500000000E-01 2.730660839E-03 1.154505491E+00
 7.500000000E-01 2.786294324E-03 1.156724095E+00
 7.500000000E-01 2.843060298E-03 1.158916473E+00
 7.500000000E-01 2.900984837E-03 1.161083937E+00
 7.500000000E-01 2.960086567E-03 1.163227439E+00
 7.500000000E-01 3.020395292E-03 1.165348649E+00
 7.500000000E-01 3.081933362E-03 1.167448521E+00
 7.500000000E-01 3.144723130E-03 1.169528484E+00
 7.500000000E-01 3.208790673E-03 1.171589732E+00
 7.500000000E-01 3.274165792E-03 1.173633575E+00
 7.500000000E-01 3.340874566E-03 1.175661564E+00
 7.500000000E-01 3.408939345E-03 1.177674651E+00
 7.500000000E-01 3.478389932E-03 1.179674268E+00
 7.500000000E-01 3.549256129E-03 1.181661725E+00
 7.500000000E-01 3.621567739E-03 1.183638334E+00
 7.500000000E-01 3.695350839E-03 1.185605407E+00
 7.500000000E-01 3.770638956E-03 1.187564135E+00
 7.500000000E-01 3.847458167E-03 1.189515710E+00
 7.500000000E-01 3.925845958E-03 1.191461682E+00
 7.500000000E-01 4.005827941E-03 1.193403244E+00
 7.500000000E-01 4.087441601E-03 1.195341587E+00
 7.500000000E-01 4.170713015E-03 1.197278261E+00
 7.500000000E-01 4.255686887E-03 1.199214220E+00
 7.500000000E-01 4.342389293E-03 1.201151013E+00
 7.500000000E-01 4.430857487E-03 1.203089833E+00
 7.500000000E-01 4.521128722E-03 1.205032349E+00
 7.500000000E-01 4.613240249E-03 1.206979513E+00
 7.500000000E-01 4.707225598E-03 1.208933115E+00
 7.500000000E-01 4.803125747E-03 1.210894227E+00
 7.500000000E-01 4.900981672E-03 1.212864518E+00
 7.500000000E-01 5.000830628E-03 1.214845538E+00
 7.500000000E-01 5.102713592E-03 1.216838717E+00
 7.500000000E-01 5.206671543E-03 1.218845844E+00
 7.500000000E-01 5.312749185E-03 1.220868349E+00
 7.500000000E-01 5.420987494E-03 1.222908139E+00
 7.500000000E-01 5.531431176E-03 1.224967003E+00
 7.500000000E-01 5.644121207E-03 1.227046490E+00
 7.500000000E-01 5.759109743E-03 1.229148746E+00
 7.500000000E-01 5.876441486E-03 1.231275320E+00
 7.500000000E-01 5.996164866E-03 1.233427763E+00
 7.500000000E-01 6.118324585E-03 1.235607624E+00
 7.500000000E-01 6.242972799E-03 1.237815619E+00
 7.500000000E-01 6.370161660E-03 1.240052104E+00
 7.500000000E-01 6.499943323E-03 1.242315412E+00
 7.500000000E-01 6.632366218E-03 1.244602323E+00
 7.500000000E-01 6.767489947E-03 1.246905804E+00
 7.500000000E-01 6.905362941E-03 1.249213696E+00
 7.500000000E-01 7.046048529E-03 1.251508594E+00
 7.500000000E-01 7.189598866E-03 1.253769279E+00
 7.500000000E-01 7.336073555E-03 1.255971909E+00
 7.500000000E-01 7.485532202E-03 1.258095741E+00
 7.500000000E-01 7.638034411E-03 1.260137796E+00
 7.500000000E-01 7.793643512E-03 1.262114763E+00
 7.500000000E-01 7.952426560E-03 1.264030933E+00
 7.500000000E-01 8.114439435E-03 1.265865564E+00
 7.500000000E-01 8.279756643E-03 1.267583847E+00
 7.500000000E-01 8.448441513E-03 1.269138098E+00
 7.500000000E-01 8.620561101E-03 1.270463347E+00
 7.500000000E-01 8.796186186E-03 1.271474242E+00
 7.500000000E-01 8.975395001E-03 1.272071481E+00
 7.500000000E-01 9.158250876E-03 1.272182345E+00
 7.500000000E-01 9.344832040E-03 1.271847963E+00
 7.500000000E-01 9.535213001E-03 1.271255016E+00
 7.500000000E-01 9.729475714E-03 1.270599604E+00
 7.500000000E-01 9.927694686E-03 1.269968629E+00
 7.500000000E-01 1.012995187E-02 1.269377232E+00
 7.500000000E-01 1.033632923E-02 1.268812418E+00
 7.500000000E-01 1.054691244E-02 1.268252134E+00
 7.500000000E-01 1.076178346E-02 1.267684817E+00
 7.500000000E-01 1.098103542E-02 1.267108083E+00
 7.500000000E-01 1.120475028E-02 1.266521335E+00
 7.500000000E-01 1.143302489E-02 1.265924811E+00
 7.500000000E-01 1.166595239E-02 1.265318036E+00
 7.500000000E-01 1.190362219E-02 1.264701009E+00
 7.500000000E-01 1.214613486E-02 1.264073610E+00
 7.500000000E-01 1.239358727E-02 1.263435602E+00
 7.500000000E-01 1.264608372E-02 1.262786984E+00
 7.500000000E-01 1.290372480E-02 1.262127519E+00
 7.500000000E-01 1.316661108E-02 1.261457086E+00
 7.500000000E-01 1.343485434E-02 1.260775685E+00
 7.500000000E-01 1.370855886E-02 1.260082960E+00
 7.500000000E-01 1.398784388E-02 1.259378910E+00
 7.500000000E-01 1.427282114E-02 1.258663416E+00
 7.500000000E-01 1.456360240E-02 1.257936358E+00
 7.500000000E-01 1.486030687E-02 1.257197380E+00
 7.500000000E-01 1.516305376E-02 1.256446719E+00
 7.500000000E-01 1.547196973E-02 1.255683899E+00
 7.500000000E-01 1.578718051E-02 1.254909039E+00
 7.500000000E-01 1.610881463E-02 1.254121900E+00
 7.500000000E-01 1.643699780E-02 1.253322363E+00
 7.500000000E-01 1.677187160E-02 1.252510309E+00
 7.500000000E-01 1.711356267E-02 1.251685619E+00
 7.500000000E-01 1.746221259E-02 1.250848055E+00
 7.500000000E-01 1.781797037E-02 1.249997735E+00
 7.500000000E-01 1.818097755E-02 1.249134421E+00
 7.500000000E-01 1.855138317E-02 1.248257995E+00
 7.500000000E-01 1.892932877E-02 1.247368217E+00
 7.500000000E-01 1.931497827E-02 1.246465087E+00
 7.500000000E-01 1.970848069E-02 1.245548487E+00
 7.500000000E-01 2.010999992E-02 1.244618416E+00
 7.500000000E-01 2.051969990E-02 1.243674517E+00
 7.500000000E-01 2.093774453E-02 1.242716908E+00
 7.500000000E-01 2.136431262E-02 1.241745472E+00
 7.500000000E-01 2.179956809E-02 1.240759969E+00
 7.500000000E-01 2.224368975E-02 1.239760280E+00
 7.500000000E-01 2.269686386E-02 1.238746643E+00
 7.500000000E-01 2.315926179E-02 1.237718582E+00
 7.500000000E-01 2.363108471E-02 1.236676216E+00
 7.500000000E-01 2.411251888E-02 1.235619426E+00
 7.500000000E-01 2.460376546E-02 1.234548092E+00
 7.500000000E-01 2.510501817E-02 1.233462334E+00
 7.500000000E-01 2.561648563E-02 1.232361794E+00
 7.500000000E-01 2.613836899E-02 1.231246710E+00
 7.500000000E-01 2.667088434E-02 1.230116725E+00
 7.500000000E-01 2.721424773E-02 1.228971839E+00
 7.500000000E-01 2.776868269E-02 1.227812290E+00
 7.500000000E-01 2.833441272E-02 1.226637840E+00
 7.500000000E-01 2.891167626E-02 1.225448370E+00
 7.500000000E-01 2.950068936E-02 1.224243999E+00
 7.500000000E-01 3.010170534E-02 1.223024487E+00
 7.500000000E-01 3.071497008E-02 1.221790195E+00
 7.500000000E-01 3.134072199E-02 1.220540762E+00
 7.500000000E-01 3.197922930E-02 1.219276428E+00
 7.500000000E-01 3.263073787E-02 1.217996836E+00
 7.500000000E-01 3.329552338E-02 1.216702461E+00
 7.500000000E-01 3.397385404E-02 1.215393066E+00
 7.500000000E-01 3.466600552E-02 1.214068651E+00
 7.500000000E-01 3.537225351E-02 1.212729335E+00
 7.500000000E-01 3.609288856E-02 1.211375117E+00
 7.500000000E-01 3.682820871E-02 1.210006118E+00
 7.500000000E-01 3.757851198E-02 1.208622336E+00
 7.500000000E-01 3.834409639E-02 1.207223892E+00
 7.500000000E-01 3.912528232E-02 1.205810666E+00
 7.500000000E-01 3.992238268E-02 1.204382896E+00
 7.500000000E-01 4.073571786E-02 1.202940822E+00
 7.500000000E-01 4.156563058E-02 1.201484203E+00
 7.500000000E-01 4.241244122E-02 1.200013518E+00
 7.500000000E-01 4.327650741E-02 1.198528528E+00
 7.500000000E-01 4.415817931E-02 1.197029591E+00
 7.500000000E-01 4.505781457E-02 1.195516825E+00
 7.500000000E-01 4.597577825E-02 1.193990350E+00
 7.500000000E-01 4.691244289E-02 1.192450285E+00
 7.500000000E-01 4.786818847E-02 1.190896869E+00
 7.500000000E-01 4.884340242E-02 1.189330220E+00
 7.500000000E-01 4.983849451E-02 1.187750578E+00
 7.500000000E-01 5.085385218E-02 1.186158180E+00
 7.500000000E-01 5.188989267E-02 1.184553027E+00
 7.500000000E-01 5.294704810E-02 1.182935715E+00
 7.500000000E-01 5.402573571E-02 1.181306124E+00
 7.500000000E-01 5.512640253E-02 1.179664731E+00
 7.500000000E-01 5.624948815E-02 1.178011656E+00
 7.500000000E-01 5.739546195E-02 1.176347136E+00
 7.500000000E-01 5.856477842E-02 1.174671531E+00
 7.500000000E-01 5.975791439E-02 1.172985315E+00
 7.500000000E-01 6.097536162E-02 1.171288371E+00
 7.500000000E-01 6.221761182E-02 1.169581294E+00
 7.500000000E-01 6.348517537E-02 1.167864323E+00
 7.500000000E-01 6.477855146E-02 1.166137815E+00
 7.500000000E-01 6.609828770E-02 1.164402127E+00
 7.500000000E-01 6.744490564E-02 1.162657619E+00
 7.500000000E-01 6.881895661E-02 1.160904527E+00
 7.500000000E-01 7.022100687E-02 1.159143329E+00
 7.500000000E-01 7.165161520E-02 1.157374501E+00
 7.500000000E-01 7.311137766E-02 1.155598164E+00
 7.500000000E-01 7.460086793E-02 1.153815150E+00
 7.500000000E-01 7.612071931E-02 1.152025342E+00
 7.500000000E-01 7.767151296E-02 1.150229573E+00
 7.500000000E-01 7.925391197E-02 1.148428082E+00
 7.500000000E-01 8.086855710E-02 1.146621346E+00
 7.500000000E-01 8.251608908E-02 1.144809842E+00
 7.500000000E-01 8.419719338E-02 1.142994165E+00
 7.500000000E-01 8.591254056E-02 1.141174436E+00
 7.500000000E-01 8.766283095E-02 1.139351368E+00
 7.500000000E-01 8.944877982E-02 1.137525439E+00
 7.500000000E-01 9.127111733E-02 1.135697126E+00
 7.500000000E-01 9.313058853E-02 1.133866787E+00
 7.500000000E-01 9.502793849E-02 1.132035136E+00
 7.500000000E-01 9.696392715E-02 1.130202532E+00
 7.500000000E-01 9.893937409E-02 1.128369570E+00
 7.500000000E-01 1.009550691E-01 1.126536608E+00
 7.500000000E-01 1.030118167E-01 1.124704361E+00
 7.500000000E-01 1.051104814E-01 1.122873306E+00
 7.500000000E-01 1.072518975E-01 1.121043921E+00
 7.500000000E-01 1.094369292E-01 1.119216800E+00
 7.500000000E-01 1.116664857E-01 1.117392421E+00
 7.500000000E-01 1.139414757E-01 1.115571380E+00
 7.500000000E-01 1.162627935E-01 1.113754034E+00
 7.500000000E-01 1.186314225E-01 1.111941218E+00
 7.500000000E-01 1.210482866E-01 1.110133290E+00
 7.500000000E-01 1.235143989E-01 1.108330846E+00
 7.500000000E-01 1.260307580E-01 1.106534362E+00
 7.500000000E-01 1.285983771E-01 1.104744434E+00
 7.500000000E-01 1.312183142E-01 1.102961659E+00
 7.500000000E-01 1.338916272E-01 1.101186395E+00
 7.500000000E-01 1.366193891E-01 1.099419236E+00
 7.500000000E-01 1.394027323E-01 1.097660899E+00
 7.500000000E-01 1.422427893E-01 1.095911622E+00
 7.500000000E-01 1.451406926E-01 1.094172120E+00
 7.500000000E-01 1.480976492E-01 1.092442751E+00
 7.500000000E-01 1.511148363E-01 1.090724230E+00
 7.500000000E-01 1.541934907E-01 1.089016795E+00
 7.500000000E-01 1.573348790E-01 1.087321162E+00
 7.500000000E-01 1.605402529E-01 1.085637689E+00
 7.500000000E-01 1.638109386E-01 1.083966970E+00
 7.500000000E-01 1.671482474E-01 1.082309246E+00
 7.500000000E-01 1.705535650E-01 1.080665231E+00
 7.500000000E-01 1.740282476E-01 1.079035282E+00
 7.500000000E-01 1.775737107E-01 1.077419639E+00
 7.500000000E-01 1.811914295E-01 1.075819016E+00
 7.500000000E-01 1.848828346E-01 1.074233651E+00
 7.500000000E-01 1.886494458E-01 1.072664022E+00
 7.500000000E-01 1.924927980E-01 1.071110487E+00
 7.500000000E-01 1.964144409E-01 1.069573522E+00
 7.500000000E-01 2.004159838E-01 1.068053246E+00
 7.500000000E-01 2.044990510E-01 1.066550136E+00
 7.500000000E-01 2.086653262E-01 1.065064549E+00
 7.500000000E-01 2.129164487E-01 1.063596845E+00
 7.500000000E-01 2.172542065E-01 1.062147260E+00
 7.500000000E-01 2.216802984E-01 1.060716033E+00
 7.500000000E-01 2.261966020E-01 1.059303403E+00
 7.500000000E-01 2.308049053E-01 1.057909846E+00
 7.500000000E-01 2.355070859E-01 1.056535363E+00
 7.500000000E-01 2.403050512E-01 1.055180311E+00
 7.500000000E-01 2.452007979E-01 1.053844929E+00
 7.500000000E-01 2.501962483E-01 1.052529097E+00
 7.500000000E-01 2.552934885E-01 1.051233530E+00
 7.500000000E-01 2.604945600E-01 1.049957752E+00
 7.500000000E-01 2.658016384E-01 1.048702359E+00
 7.500000000E-01 2.712168097E-01 1.047467351E+00
 7.500000000E-01 2.767422795E-01 1.046252728E+00
