VARIABLES = "x","y-y0","u"
 7.500000000E-01 7.030814595E-05 4.993411005E-01
 7.500000000E-01 7.182433910E-05 5.048851967E-01
 7.500000000E-01 7.337033458E-05 5.103785992E-01
 7.500000000E-01 7.494613237E-05 5.158218145E-01
 7.500000000E-01 7.655173249E-05 5.212156177E-01
 7.500000000E-01 7.818713493E-05 5.265606642E-01
 7.500000000E-01 7.985606499E-05 5.318577290E-01
 7.500000000E-01 8.155852265E-05 5.371075273E-01
 7.500000000E-01 8.329078264E-05 5.423107743E-01
 7.500000000E-01 8.506029553E-05 5.474684834E-01
 7.500000000E-01 8.686333604E-05 5.525813699E-01
 7.500000000E-01 8.869990415E-05 5.576502681E-01
 7.500000000E-01 9.057745046E-05 5.626760125E-01
 7.500000000E-01 9.248852439E-05 5.676595569E-01
 7.500000000E-01 9.443685121E-05 5.726016164E-01
 7.500000000E-01 9.642243094E-05 5.775031447E-01
 7.500000000E-01 9.844898887E-05 5.823650360E-01
 7.500000000E-01 1.005165250E-04 5.871880651E-01
 7.500000000E-01 1.026250393E-04 5.919730663E-01
 7.500000000E-01 1.047708065E-04 5.967209935E-01
 7.500000000E-01 1.069650025E-04 6.014326215E-01
 7.500000000E-01 1.092001767E-04 6.061087251E-01
 7.500000000E-01 1.114800543E-04 6.107501388E-01
 7.500000000E-01 1.138046355E-04 6.153576970E-01
 7.500000000E-01 1.161739201E-04 6.199322343E-01
 7.500000000E-01 1.185953588E-04 6.244744062E-01
 7.500000000E-01 1.210615010E-04 6.289850473E-01
 7.500000000E-01 1.235760719E-04 6.334649920E-01
 7.500000000E-01 1.261427969E-04 6.379148960E-01
 7.500000000E-01 1.287616760E-04 6.423354149E-01
 7.500000000E-01 1.314289839E-04 6.467274427E-01
 7.500000000E-01 1.341558964E-04 6.510915160E-01
 7.500000000E-01 1.369312376E-04 6.554284692E-01
 7.500000000E-01 1.397661836E-04 6.597388387E-01
 7.500000000E-01 1.426570088E-04 6.640233994E-01
 7.500000000E-01 1.456037135E-04 6.682827473E-01
 7.500000000E-01 1.486137480E-04 6.725174785E-01
 7.500000000E-01 1.516796619E-04 6.767282486E-01
 7.500000000E-01 1.548126311E-04 6.809158325E-01
 7.500000000E-01 1.580052049E-04 6.850805283E-01
 7.500000000E-01 1.612611086E-04 6.892231107E-01
 7.500000000E-01 1.645840675E-04 6.933441758E-01
 7.500000000E-01 1.679740817E-04 6.974442005E-01
 7.500000000E-01 1.714311511E-04 7.015236616E-01
 7.500000000E-01 1.749590010E-04 7.055832744E-01
 7.500000000E-01 1.785576314E-04 7.096235156E-01
 7.500000000E-01 1.822307677E-04 7.136448026E-01
 7.500000000E-01 1.859746844E-04 7.176477313E-01
 7.500000000E-01 1.897968323E-04 7.216327786E-01
 7.500000000E-01 1.936972112E-04 7.256004214E-01
 7.500000000E-01 1.976720960E-04 7.295510769E-01
 7.500000000E-01 2.017326624E-04 7.334852815E-01
 7.500000000E-01 2.058714599E-04 7.374035120E-01
 7.500000000E-01 2.100959391E-04 7.413061261E-01
 7.500000000E-01 2.144023747E-04 7.451936007E-01
 7.500000000E-01 2.188019425E-04 7.490663528E-01
 7.500000000E-01 2.232871921E-04 7.529247403E-01
 7.500000000E-01 2.278618485E-04 7.567692399E-01
 7.500000000E-01 2.325296373E-04 7.606003284E-01
 7.500000000E-01 2.372942836E-04 7.644182444E-01
 7.500000000E-01 2.421557874E-04 7.682234049E-01
 7.500000000E-01 2.471141634E-04 7.720161676E-01
 7.500000000E-01 2.521731076E-04 7.757969499E-01
 7.500000000E-01 2.573326346E-04 7.795661688E-01
 7.500000000E-01 2.626001951E-04 7.833240628E-01
 7.500000000E-01 2.679720637E-04 7.870709896E-01
 7.500000000E-01 2.734556911E-04 7.908073068E-01
 7.500000000E-01 2.790473518E-04 7.945333719E-01
 7.500000000E-01 2.847544965E-04 7.982493639E-01
 7.500000000E-01 2.905771253E-04 8.019557595E-01
 7.500000000E-01 2.965189633E-04 8.056527376E-01
 7.500000000E-01 3.025800106E-04 8.093407154E-01
 7.500000000E-01 3.087639925E-04 8.130199313E-01
 7.500000000E-01 3.150746343E-04 8.166906238E-01
 7.500000000E-01 3.215119359E-04 8.203532100E-01
 7.500000000E-01 3.280796227E-04 8.240078092E-01
 7.500000000E-01 3.347814200E-04 8.276546001E-01
 7.500000000E-01 3.416210529E-04 8.312940598E-01
 7.500000000E-01 3.485985217E-04 8.349262476E-01
 7.500000000E-01 3.557175514E-04 8.385514617E-01
 7.500000000E-01 3.629818675E-04 8.421700001E-01
 7.500000000E-01 3.703951952E-04 8.457819819E-01
 7.500000000E-01 3.779575345E-04 8.493875861E-01
 7.500000000E-01 3.856726107E-04 8.529871106E-01
 7.500000000E-01 3.935478744E-04 8.565806746E-01
 7.500000000E-01 4.015796003E-04 8.601685166E-01
 7.500000000E-01 4.097752389E-04 8.637506962E-01
 7.500000000E-01 4.181385157E-04 8.673275709E-01
 7.500000000E-01 4.266731557E-04 8.708990812E-01
 7.500000000E-01 4.353791592E-04 8.744655252E-01
 7.500000000E-01 4.442639765E-04 8.780270815E-01
 7.500000000E-01 4.533276078E-04 8.815836906E-01
 7.500000000E-01 4.625775036E-04 8.851356506E-01
 7.500000000E-01 4.720136640E-04 8.886829019E-01
 7.500000000E-01 4.816435394E-04 8.922258019E-01
 7.500000000E-01 4.914671299E-04 8.957642317E-01
 7.500000000E-01 5.014918861E-04 8.992984295E-01
 7.500000000E-01 5.117215333E-04 9.028283954E-01
 7.500000000E-01 5.221597967E-04 9.063541293E-01
 7.500000000E-01 5.328104016E-04 9.098757505E-01
 7.500000000E-01 5.436733481E-04 9.133933187E-01
 7.500000000E-01 5.547635374E-04 9.169068933E-01
 7.500000000E-01 5.660772440E-04 9.204164743E-01
 7.500000000E-01 5.776181933E-04 9.239220023E-01
 7.500000000E-01 5.893975613E-04 9.274236560E-01
 7.500000000E-01 6.014153478E-04 9.309212565E-01
 7.500000000E-01 6.136790034E-04 9.344149232E-01
 7.500000000E-01 6.261922535E-04 9.379044771E-01
 7.500000000E-01 6.389588234E-04 9.413900375E-01
 7.500000000E-01 6.519861636E-04 9.448714852E-01
 7.500000000E-01 6.652779994E-04 9.483485818E-01
 7.500000000E-01 6.788380560E-04 9.518216252E-01
 7.500000000E-01 6.926775095E-04 9.552901387E-01
 7.500000000E-01 7.068000850E-04 9.587542415E-01
 7.500000000E-01 7.212057826E-04 9.622138143E-01
 7.500000000E-01 7.359095034E-04 9.656686783E-01
 7.500000000E-01 7.509112475E-04 9.691185951E-01
 7.500000000E-01 7.662147400E-04 9.725635648E-01
 7.500000000E-01 7.818348822E-04 9.760032892E-01
 7.500000000E-01 7.977716741E-04 9.794375896E-01
 7.500000000E-01 8.140288410E-04 9.828663468E-01
 7.500000000E-01 8.306212840E-04 9.862891436E-01
 7.500000000E-01 8.475527284E-04 9.897060990E-01
 7.500000000E-01 8.648268995E-04 9.931166172E-01
 7.500000000E-01 8.824512479E-04 9.965205193E-01
 7.500000000E-01 9.004369495E-04 9.999176860E-01
 7.500000000E-01 9.187877295E-04 1.003307700E+00
 7.500000000E-01 9.375147638E-04 1.006690025E+00
 7.500000000E-01 9.566217777E-04 1.010064602E+00
 7.500000000E-01 9.761162219E-04 1.013431072E+00
 7.500000000E-01 9.960092138E-04 1.016788840E+00
 7.500000000E-01 1.016304595E-03 1.020137787E+00
 7.500000000E-01 1.037017209E-03 1.023477316E+00
 7.500000000E-01 1.058150781E-03 1.026806951E+00
 7.500000000E-01 1.079712762E-03 1.030126452E+00
 7.500000000E-01 1.101718051E-03 1.033435345E+00
 7.500000000E-01 1.124166651E-03 1.036733031E+00
 7.500000000E-01 1.147073461E-03 1.040019035E+00
 7.500000000E-01 1.170449657E-03 1.043292761E+00
 7.500000000E-01 1.194298966E-03 1.046553969E+00
 7.500000000E-01 1.218636287E-03 1.049801826E+00
 7.500000000E-01 1.243469073E-03 1.053035855E+00
 7.500000000E-01 1.268808497E-03 1.056255579E+00
 7.500000000E-01 1.294662012E-03 1.059460163E+00
 7.500000000E-01 1.321040792E-03 1.062649369E+00
 7.500000000E-01 1.347959740E-03 1.065822363E+00
 7.500000000E-01 1.375426305E-03 1.068978548E+00
 7.500000000E-01 1.403451664E-03 1.072117209E+00
 7.500000000E-01 1.432050718E-03 1.075237870E+00
 7.500000000E-01 1.461227192E-03 1.078339815E+00
 7.500000000E-01 1.491003437E-03 1.081422210E+00
 7.500000000E-01 1.521383179E-03 1.084484577E+00
 7.500000000E-01 1.552381320E-03 1.087526202E+00
 7.500000000E-01 1.584012760E-03 1.090546489E+00
 7.500000000E-01 1.616288675E-03 1.093544602E+00
 7.500000000E-01 1.649220241E-03 1.096519947E+00
 7.500000000E-01 1.682822360E-03 1.099471807E+00
 7.500000000E-01 1.717109932E-03 1.102399588E+00
 7.500000000E-01 1.752097858E-03 1.105302811E+00
 7.500000000E-01 1.787797315E-03 1.108180523E+00
 7.500000000E-01 1.824223204E-03 1.111032128E+00
 7.500000000E-01 1.861390425E-03 1.113857269E+00
 7.500000000E-01 1.899313880E-03 1.116655111E+00
 7.500000000E-01 1.938012196E-03 1.119425178E+00
 7.500000000E-01 1.977500273E-03 1.122166872E+00
 7.500000000E-01 2.017789287E-03 1.124879718E+00
 7.500000000E-01 2.058901591E-03 1.127563238E+00
 7.500000000E-01 2.100852085E-03 1.130216837E+00
 7.500000000E-01 2.143655671E-03 1.132840395E+00
 7.500000000E-01 2.187330974E-03 1.135433078E+00
 7.500000000E-01 2.231892897E-03 1.137994885E+00
 7.500000000E-01 2.277367515E-03 1.140525341E+00
 7.500000000E-01 2.323766006E-03 1.143024325E+00
 7.500000000E-01 2.371110721E-03 1.145491362E+00
 7.500000000E-01 2.419420285E-03 1.147926569E+00
 7.500000000E-01 2.468713326E-03 1.150329590E+00
 7.500000000E-01 2.519012196E-03 1.152700543E+00
 7.500000000E-01 2.570335520E-03 1.155039191E+00
 7.500000000E-01 2.622701926E-03 1.157345772E+00
 7.500000000E-01 2.676137490E-03 1.159620047E+00
 7.500000000E-01 2.730660839E-03 1.161862493E+00
 7.500000000E-01 2.786294324E-03 1.164073110E+00
 7.500000000E-01 2.843060298E-03 1.166252017E+00
 7.500000000E-01 2.900984837E-03 1.168399811E+00
 7.500000000E-01 2.960086567E-03 1.170516610E+00
 7.500000000E-01 3.020395292E-03 1.172602773E+00
 7.500000000E-01 3.081933362E-03 1.174658656E+00
 7.500000000E-01 3.144723130E-03 1.176684856E+00
 7.500000000E-01 3.208790673E-03 1.178681850E+00
 7.500000000E-01 3.274165792E-03 1.180650115E+00
 7.500000000E-01 3.340874566E-03 1.182590246E+00
 7.500000000E-01 3.408939345E-03 1.184502959E+00
 7.500000000E-01 3.478389932E-03 1.186388612E+00
 7.500000000E-01 3.549256129E-03 1.188248277E+00
 7.500000000E-01 3.621567739E-03 1.190082192E+00
 7.500000000E-01 3.695350839E-03 1.191891432E+00
 7.500000000E-01 3.770638956E-03 1.193676472E+00
 7.500000000E-01 3.847458167E-03 1.195438147E+00
 7.500000000E-01 3.925845958E-03 1.197177172E+00
 7.500000000E-01 4.005827941E-03 1.198894262E+00
 7.500000000E-01 4.087441601E-03 1.200590134E+00
 7.500000000E-01 4.170713015E-03 1.202265620E+00
 7.500000000E-01 4.255686887E-03 1.203921437E+00
 7.500000000E-01 4.342389293E-03 1.205558181E+00
 7.500000000E-01 4.430857487E-03 1.207176685E+00
 7.500000000E-01 4.521128722E-03 1.208777666E+00
 7.500000000E-01 4.613240249E-03 1.210361600E+00
 7.500000000E-01 4.707225598E-03 1.211929440E+00
 7.500000000E-01 4.803125747E-03 1.213481665E+00
 7.500000000E-01 4.900981672E-03 1.215018630E+00
 7.500000000E-01 5.000830628E-03 1.216541290E+00
 7.500000000E-01 5.102713592E-03 1.218050003E+00
 7.500000000E-01 5.206671543E-03 1.219545126E+00
 7.500000000E-01 5.312749185E-03 1.221027255E+00
 7.500000000E-01 5.420987494E-03 1.222496748E+00
 7.500000000E-01 5.531431176E-03 1.223953843E+00
 7.500000000E-01 5.644121207E-03 1.225398898E+00
 7.500000000E-01 5.759109743E-03 1.226832151E+00
 7.500000000E-01 5.876441486E-03 1.228253722E+00
 7.500000000E-01 5.996164866E-03 1.229663730E+00
 7.500000000E-01 6.118324585E-03 1.231062174E+00
 7.500000000E-01 6.242972799E-03 1.232449055E+00
 7.500000000E-01 6.370161660E-03 1.233824015E+00
 7.500000000E-01 6.499943323E-03 1.235187054E+00
 7.500000000E-01 6.632366218E-03 1.236537814E+00
 7.500000000E-01 6.767489947E-03 1.237875819E+00
 7.500000000E-01 6.905362941E-03 1.239200711E+00
 7.500000000E-01 7.046048529E-03 1.240511656E+00
 7.500000000E-01 7.189598866E-03 1.241808057E+00
 7.500000000E-01 7.336073555E-03 1.243089080E+00
 7.500000000E-01 7.485532202E-03 1.244353652E+00
 7.500000000E-01 7.638034411E-03 1.245600939E+00
 7.500000000E-01 7.793643512E-03 1.246829510E+00
 7.500000000E-01 7.952426560E-03 1.248038292E+00
 7.500000000E-01 8.114439435E-03 1.249225616E+00
 7.500000000E-01 8.279756643E-03 1.250390053E+00
 7.500000000E-01 8.448441513E-03 1.251529932E+00
 7.500000000E-01 8.620561101E-03 1.252643228E+00
 7.500000000E-01 8.796186186E-03 1.253728509E+00
 7.500000000E-01 8.975395001E-03 1.254783273E+00
 7.500000000E-01 9.158250876E-03 1.255805731E+00
 7.500000000E-01 9.344832040E-03 1.256793737E+00
 7.500000000E-01 9.535213001E-03 1.257745028E+00
 7.500000000E-01 9.729475714E-03 1.258657455E+00
 7.500000000E-01 9.927694686E-03 1.259528756E+00
 7.500000000E-01 1.012995187E-02 1.260357022E+00
 7.500000000E-01 1.033632923E-02 1.261139870E+00
 7.500000000E-01 1.054691244E-02 1.261875749E+00
 7.500000000E-01 1.076178346E-02 1.262562513E+00
 7.500000000E-01 1.098103542E-02 1.263198853E+00
 7.500000000E-01 1.120475028E-02 1.263783336E+00
 7.500000000E-01 1.143302489E-02 1.264314651E+00
 7.500000000E-01 1.166595239E-02 1.264792085E+00
 7.500000000E-01 1.190362219E-02 1.265215993E+00
 7.500000000E-01 1.214613486E-02 1.265544415E+00
 7.500000000E-01 1.239358727E-02 1.265561104E+00
 7.500000000E-01 1.264608372E-02 1.264994264E+00
 7.500000000E-01 1.290372480E-02 1.264007211E+00
 7.500000000E-01 1.316661108E-02 1.262995839E+00
 7.500000000E-01 1.343485434E-02 1.262076378E+00
 7.500000000E-01 1.370855886E-02 1.261203170E+00
 7.500000000E-01 1.398784388E-02 1.260345697E+00
 7.500000000E-01 1.427282114E-02 1.259499073E+00
 7.500000000E-01 1.456360240E-02 1.258667111E+00
 7.500000000E-01 1.486030687E-02 1.257860184E+00
 7.500000000E-01 1.516305376E-02 1.257080436E+00
 7.500000000E-01 1.547196973E-02 1.256310701E+00
 7.500000000E-01 1.578718051E-02 1.255533934E+00
 7.500000000E-01 1.610881463E-02 1.254745126E+00
 7.500000000E-01 1.643699780E-02 1.253943920E+00
 7.500000000E-01 1.677187160E-02 1.253130198E+00
 7.500000000E-01 1.711356267E-02 1.252303839E+00
 7.500000000E-01 1.746221259E-02 1.251464605E+00
 7.500000000E-01 1.781797037E-02 1.250612378E+00
 7.500000000E-01 1.818097755E-02 1.249747157E+00
 7.500000000E-01 1.855138317E-02 1.248868942E+00
 7.500000000E-01 1.892932877E-02 1.247977138E+00
 7.500000000E-01 1.931497827E-02 1.247072101E+00
 7.500000000E-01 1.970848069E-02 1.246153593E+00
 7.500000000E-01 2.010999992E-02 1.245221376E+00
 7.500000000E-01 2.051969990E-02 1.244275451E+00
 7.500000000E-01 2.093774453E-02 1.243315697E+00
 7.500000000E-01 2.136431262E-02 1.242341995E+00
 7.500000000E-01 2.179956809E-02 1.241354346E+00
 7.500000000E-01 2.224368975E-02 1.240352511E+00
 7.500000000E-01 2.269686386E-02 1.239336491E+00
 7.500000000E-01 2.315926179E-02 1.238306165E+00
 7.500000000E-01 2.363108471E-02 1.237261295E+00
 7.500000000E-01 2.411251888E-02 1.236202121E+00
 7.500000000E-01 2.460376546E-02 1.235128284E+00
 7.500000000E-01 2.510501817E-02 1.234039903E+00
 7.500000000E-01 2.561648563E-02 1.232936859E+00
 7.500000000E-01 2.613836899E-02 1.231818914E+00
 7.500000000E-01 2.667088434E-02 1.230686307E+00
 7.500000000E-01 2.721424773E-02 1.229538798E+00
 7.500000000E-01 2.776868269E-02 1.228376389E+00
 7.500000000E-01 2.833441272E-02 1.227198958E+00
 7.500000000E-01 2.891167626E-02 1.226006627E+00
 7.500000000E-01 2.950068936E-02 1.224799275E+00
 7.500000000E-01 3.010170534E-02 1.223576784E+00
 7.500000000E-01 3.071497008E-02 1.222339272E+00
 7.500000000E-01 3.134072199E-02 1.221086740E+00
 7.500000000E-01 3.197922930E-02 1.219819188E+00
 7.500000000E-01 3.263073787E-02 1.218536496E+00
 7.500000000E-01 3.329552338E-02 1.217238665E+00
 7.500000000E-01 3.397385404E-02 1.215925813E+00
 7.500000000E-01 3.466600552E-02 1.214598060E+00
 7.500000000E-01 3.537225351E-02 1.213255167E+00
 7.500000000E-01 3.609288856E-02 1.211897492E+00
 7.500000000E-01 3.682820871E-02 1.210524797E+00
 7.500000000E-01 3.757851198E-02 1.209137321E+00
 7.500000000E-01 3.834409639E-02 1.207735062E+00
 7.500000000E-01 3.912528232E-02 1.206318021E+00
 7.500000000E-01 3.992238268E-02 1.204886317E+00
 7.500000000E-01 4.073571786E-02 1.203440309E+00
 7.500000000E-01 4.156563058E-02 1.201979637E+00
 7.500000000E-01 4.241244122E-02 1.200504780E+00
 7.500000000E-01 4.327650741E-02 1.199015737E+00
 7.500000000E-01 4.415817931E-02 1.197512507E+00
 7.500000000E-01 4.505781457E-02 1.195995450E+00
 7.500000000E-01 4.597577825E-02 1.194464564E+00
 7.500000000E-01 4.691244289E-02 1.192920089E+00
 7.500000000E-01 4.786818847E-02 1.191362143E+00
 7.500000000E-01 4.884340242E-02 1.189790964E+00
 7.500000000E-01 4.983849451E-02 1.188206792E+00
 7.500000000E-01 5.085385218E-02 1.186609626E+00
 7.500000000E-01 5.188989267E-02 1.184999824E+00
 7.500000000E-01 5.294704810E-02 1.183377504E+00
 7.500000000E-01 5.402573571E-02 1.181743145E+00
 7.500000000E-01 5.512640253E-02 1.180096626E+00
 7.500000000E-01 5.624948815E-02 1.178438544E+00
 7.500000000E-01 5.739546195E-02 1.176768899E+00
 7.500000000E-01 5.856477842E-02 1.175088167E+00
 7.500000000E-01 5.975791439E-02 1.173396587E+00
 7.500000000E-01 6.097536162E-02 1.171694517E+00
 7.500000000E-01 6.221761182E-02 1.169982076E+00
 7.500000000E-01 6.348517537E-02 1.168259621E+00
 7.500000000E-01 6.477855146E-02 1.166527748E+00
 7.500000000E-01 6.609828770E-02 1.164786339E+00
 7.500000000E-01 6.744490564E-02 1.163036227E+00
 7.500000000E-01 6.881895661E-02 1.161277533E+00
 7.500000000E-01 7.022100687E-02 1.159510612E+00
 7.500000000E-01 7.165161520E-02 1.157735825E+00
 7.500000000E-01 7.311137766E-02 1.155953765E+00
 7.500000000E-01 7.460086793E-02 1.154164672E+00
 7.500000000E-01 7.612071931E-02 1.152369142E+00
 7.500000000E-01 7.767151296E-02 1.150567293E+00
 7.500000000E-01 7.925391197E-02 1.148759723E+00
 7.500000000E-01 8.086855710E-02 1.146946907E+00
 7.500000000E-01 8.251608908E-02 1.145129323E+00
 7.500000000E-01 8.419719338E-02 1.143307447E+00
 7.500000000E-01 8.591254056E-02 1.141481519E+00
 7.500000000E-01 8.766283095E-02 1.139652133E+00
 7.500000000E-01 8.944877982E-02 1.137819886E+00
 7.500000000E-01 9.127111733E-02 1.135985255E+00
 7.500000000E-01 9.313058853E-02 1.134148598E+00
 7.500000000E-01 9.502793849E-02 1.132310510E+00
 7.500000000E-01 9.696392715E-02 1.130471468E+00
 7.500000000E-01 9.893937409E-02 1.128632069E+00
 .500000000E-01 1.009550691E-01 1.126792789E+00
 7.500000000E-01 1.030118167E-01 1.124953985E+00
 7.500000000E-01 1.051104814E-01 1.123116493E+00
 7.500000000E-01 1.072518975E-01 1.121280670E+00
 7.500000000E-01 1.094369292E-01 1.119446993E+00
 7.500000000E-01 1.116664857E-01 1.117616177E+00
 7.500000000E-01 1.139414757E-01 1.115788579E+00
 7.500000000E-01 1.162627935E-01 1.113964796E+00
 7.500000000E-01 1.186314225E-01 1.112145543E+00
 7.500000000E-01 1.210482866E-01 1.110331178E+00
 7.500000000E-01 1.235143989E-01 1.108522177E+00
 7.500000000E-01 1.260307580E-01 1.106719255E+00
 7.500000000E-01 1.285983771E-01 1.104923010E+00
 7.500000000E-01 1.312183142E-01 1.103133678E+00
 7.500000000E-01 1.338916272E-01 1.101352215E+00
 7.500000000E-01 1.366193891E-01 1.099578738E+00
 7.500000000E-01 1.394027323E-01 1.097814083E+00
 7.500000000E-01 1.422427893E-01 1.096058607E+00
 7.500000000E-01 1.451406926E-01 1.094312906E+00
 7.500000000E-01 1.480976492E-01 1.092577338E+00
 7.500000000E-01 1.511148363E-01 1.090852737E+00
 7.500000000E-01 1.541934907E-01 1.089139462E+00
 7.500000000E-01 1.573348790E-01 1.087437749E+00
 7.500000000E-01 1.605402529E-01 1.085748434E+00
 7.500000000E-01 1.638109386E-01 1.084071875E+00
 7.500000000E-01 1.671482474E-01 1.082408428E+00
 7.500000000E-01 1.705535650E-01 1.080758810E+00
 7.500000000E-01 1.740282476E-01 1.079123139E+00
 7.500000000E-01 1.775737107E-01 1.077502131E+00
 7.500000000E-01 1.811914295E-01 1.075896025E+00
 7.500000000E-01 1.848828346E-01 1.074305296E+00
 7.500000000E-01 1.886494458E-01 1.072730541E+00
 7.500000000E-01 1.924927980E-01 1.071171880E+00
 7.500000000E-01 1.964144409E-01 1.069629669E+00
 7.500000000E-01 2.004159838E-01 1.068104506E+00
 7.500000000E-01 2.044990510E-01 1.066596627E+00
 7.500000000E-01 2.086653262E-01 1.065106273E+00
 7.500000000E-01 2.129164487E-01 1.063634038E+00
 7.500000000E-01 2.172542065E-01 1.062179923E+00
 7.500000000E-01 2.216802984E-01 1.060744286E+00
 7.500000000E-01 2.261966020E-01 1.059327483E+00
 7.500000000E-01 2.308049053E-01 1.057929635E+00
 7.500000000E-01 2.355070859E-01 1.056551218E+00
 7.500000000E-01 2.403050512E-01 1.055192113E+00
 7.500000000E-01 2.452007979E-01 1.053852916E+00
 7.500000000E-01 2.501962483E-01 1.052533507E+00
 7.500000000E-01 2.552934885E-01 1.051234126E+00
 7.500000000E-01 2.604945600E-01 1.049955010E+00
 7.500000000E-01 2.658016384E-01 1.048696280E+00
 7.500000000E-01 2.712168097E-01 1.047458053E+00
 7.500000000E-01 2.767422795E-01 1.046240449E+00
