VARIABLES = "x","y-y0","u"
 7.500000000E-01 2.847544965E-04 7.861126065E-01
 7.500000000E-01 2.905771253E-04 7.897761464E-01
 7.500000000E-01 2.965189633E-04 7.934302092E-01
 7.500000000E-01 3.025800106E-04 7.970752716E-01
 7.500000000E-01 3.087639925E-04 8.007114530E-01
 7.500000000E-01 3.150746343E-04 8.043390512E-01
 7.500000000E-01 3.215119359E-04 8.079583049E-01
 7.500000000E-01 3.280796227E-04 8.115696907E-01
 7.500000000E-01 3.347814200E-04 8.151731491E-01
 7.500000000E-01 3.416210529E-04 8.187692165E-01
 7.500000000E-01 3.485985217E-04 8.223578334E-01
 7.500000000E-01 3.557175514E-04 8.259394765E-01
 7.500000000E-01 3.629818675E-04 8.295143247E-01
 7.500000000E-01 3.703951952E-04 8.330827355E-01
 7.500000000E-01 3.779575345E-04 8.366453052E-01
 7.500000000E-01 3.856726107E-04 8.402026296E-01
 7.500000000E-01 3.935478744E-04 8.437551260E-01
 7.500000000E-01 4.015796003E-04 8.473033905E-01
 7.500000000E-01 4.097752389E-04 8.508479595E-01
 7.500000000E-01 4.181385157E-04 8.543896079E-01
 7.500000000E-01 4.266731557E-04 8.579286933E-01
 7.500000000E-01 4.353791592E-04 8.614656329E-01
 7.500000000E-01 4.442639765E-04 8.650007844E-01
 7.500000000E-01 4.533276078E-04 8.685341477E-01
 7.500000000E-01 4.625775036E-04 8.720657229E-01
 7.500000000E-01 4.720136640E-04 8.755957484E-01
 7.500000000E-01 4.816435394E-04 8.791242838E-01
 7.500000000E-01 4.914671299E-04 8.826512694E-01
 7.500000000E-01 5.014918861E-04 8.861768246E-01
 7.500000000E-01 5.117215333E-04 8.897009492E-01
 7.500000000E-01 5.221597967E-04 8.932235837E-01
 7.500000000E-01 5.328104016E-04 8.967448473E-01
 7.500000000E-01 5.436733481E-04 9.002648592E-01
 7.500000000E-01 5.547635374E-04 9.037833810E-01
 7.500000000E-01 5.660772440E-04 9.073006511E-01
 7.500000000E-01 5.776181933E-04 9.108166695E-01
 7.500000000E-01 5.893975613E-04 9.143311381E-01
 7.500000000E-01 6.014153478E-04 9.178444147E-01
 7.500000000E-01 6.136790034E-04 9.213563204E-01
 7.500000000E-01 6.261922535E-04 9.248667359E-01
 7.500000000E-01 6.389588234E-04 9.283757806E-01
 7.500000000E-01 6.519861636E-04 9.318832159E-01
 7.500000000E-01 6.652779994E-04 9.353890419E-01
 7.500000000E-01 6.788380560E-04 9.388932586E-01
 7.500000000E-01 6.926775095E-04 9.423955679E-01
 7.500000000E-01 7.068000850E-04 9.458959103E-01
 7.500000000E-01 7.212057826E-04 9.493941665E-01
 7.500000000E-01 7.359095034E-04 9.528902173E-01
 7.500000000E-01 7.509112475E-04 9.563835859E-01
 7.500000000E-01 7.662147400E-04 9.598744512E-01
 7.500000000E-01 7.818348822E-04 9.633623958E-01
 7.500000000E-01 7.977716741E-04 9.668470621E-01
 7.500000000E-01 8.140288410E-04 9.703284502E-01
 7.500000000E-01 8.306212840E-04 9.738059044E-01
 7.500000000E-01 8.475527284E-04 9.772794843E-01
 7.500000000E-01 8.648268995E-04 9.807485342E-01
 7.500000000E-01 8.824512479E-04 9.842128754E-01
 7.500000000E-01 9.004369495E-04 9.876721501E-01
 7.500000000E-01 9.187877295E-04 9.911257029E-01
 7.500000000E-01 9.375147638E-04 9.945734739E-01
 7.500000000E-01 9.566217777E-04 9.980147481E-01
 7.500000000E-01 9.761162219E-04 1.001448870E+00
 7.500000000E-01 9.960092138E-04 1.004875779E+00
 7.500000000E-01 1.016304595E-03 1.008294702E+00
 7.500000000E-01 1.037017209E-03 1.011705041E+00
 7.500000000E-01 1.058150781E-03 1.015106201E+00
 7.500000000E-01 1.079712762E-03 1.018497705E+00
 7.500000000E-01 1.101718051E-03 1.021878839E+00
 7.500000000E-01 1.124166651E-03 1.025249004E+00
 7.500000000E-01 1.147073461E-03 1.028607368E+00
 7.500000000E-01 1.170449657E-03 1.031953335E+00
 7.500000000E-01 1.194298966E-03 1.035286188E+00
 7.500000000E-01 1.218636287E-03 1.038605213E+00
 7.500000000E-01 1.243469073E-03 1.041909337E+00
 7.500000000E-01 1.268808497E-03 1.045198202E+00
 7.500000000E-01 1.294662012E-03 1.048470616E+00
 7.500000000E-01 1.321040792E-03 1.051725984E+00
 7.500000000E-01 1.347959740E-03 1.054963350E+00
 7.500000000E-01 1.375426305E-03 1.058181763E+00
 7.500000000E-01 1.403451664E-03 1.061380625E+00
 7.500000000E-01 1.432050718E-03 1.064558983E+00
 7.500000000E-01 1.461227192E-03 1.067715764E+00
 7.500000000E-01 1.491003437E-03 1.070850372E+00
 7.500000000E-01 1.521383179E-03 1.073961735E+00
 7.500000000E-01 1.552381320E-03 1.077049017E+00
 7.500000000E-01 1.584012760E-03 1.080111623E+00
 7.500000000E-01 1.616288675E-03 1.083148479E+00
 7.500000000E-01 1.649220241E-03 1.086158872E+00
 7.500000000E-01 1.682822360E-03 1.089142084E+00
 7.500000000E-01 1.717109932E-03 1.092097521E+00
 7.500000000E-01 1.752097858E-03 1.095024467E+00
 7.500000000E-01 1.787797315E-03 1.097922206E+00
 7.500000000E-01 1.824223204E-03 1.100790381E+00
 7.500000000E-01 1.861390425E-03 1.103628397E+00
 7.500000000E-01 1.899313880E-03 1.106436014E+00
 7.500000000E-01 1.938012196E-03 1.109212875E+00
 7.500000000E-01 1.977500273E-03 1.111958504E+00
 7.500000000E-01 2.017789287E-03 1.114673257E+00
 7.500000000E-01 2.058901591E-03 1.117356658E+00
 7.500000000E-01 2.100852085E-03 1.120008707E+00
 7.500000000E-01 2.143655671E-03 1.122629762E+00
 7.500000000E-01 2.187330974E-03 1.125219822E+00
 7.500000000E-01 2.231892897E-03 1.127779365E+00
 7.500000000E-01 2.277367515E-03 1.130308509E+00
 7.500000000E-01 2.323766006E-03 1.132807851E+00
 7.500000000E-01 2.371110721E-03 1.135277867E+00
 7.500000000E-01 2.419420285E-03 1.137719154E+00
 7.500000000E-01 2.468713326E-03 1.140132308E+00
 7.500000000E-01 2.519012196E-03 1.142518282E+00
 7.500000000E-01 2.570335520E-03 1.144877553E+00
 7.500000000E-01 2.622701926E-03 1.147211194E+00
 7.500000000E-01 2.676137490E-03 1.149519920E+00
 7.500000000E-01 2.730660839E-03 1.151804805E+00
 7.500000000E-01 2.786294324E-03 1.154066563E+00
 7.500000000E-01 2.843060298E-03 1.156306505E+00
 7.500000000E-01 2.900984837E-03 1.158525586E+00
 7.500000000E-01 2.960086567E-03 1.160724640E+00
 7.500000000E-01 3.020395292E-03 1.162904978E+00
 7.500000000E-01 3.081933362E-03 1.165067792E+00
 7.500000000E-01 3.144723130E-03 1.167213917E+00
 7.500000000E-01 3.208790673E-03 1.169344664E+00
 7.500000000E-01 3.274165792E-03 1.171461225E+00
 7.500000000E-01 3.340874566E-03 1.173564672E+00
 7.500000000E-01 3.408939345E-03 1.175656199E+00
 7.500000000E-01 3.478389932E-03 1.177736998E+00
 7.500000000E-01 3.549256129E-03 1.179808378E+00
 7.500000000E-01 3.621567739E-03 1.181871533E+00
 7.500000000E-01 3.695350839E-03 1.183927536E+00
 7.500000000E-01 3.770638956E-03 1.185978055E+00
 7.500000000E-01 3.847458167E-03 1.188024044E+00
 7.500000000E-01 3.925845958E-03 1.190066934E+00
 7.500000000E-01 4.005827941E-03 1.192108035E+00
 7.500000000E-01 4.087441601E-03 1.194148779E+00
 7.500000000E-01 4.170713015E-03 1.196190596E+00
 7.500000000E-01 4.255686887E-03 1.198234916E+00
 7.500000000E-01 4.342389293E-03 1.200283170E+00
 7.500000000E-01 4.430857487E-03 1.202337027E+00
 7.500000000E-01 4.521128722E-03 1.204398036E+00
 7.500000000E-01 4.613240249E-03 1.206467628E+00
 7.500000000E-01 4.707225598E-03 1.208547831E+00
 7.500000000E-01 4.803125747E-03 1.210640192E+00
 7.500000000E-01 4.900981672E-03 1.212746739E+00
 7.500000000E-01 5.000830628E-03 1.214869022E+00
 7.500000000E-01 5.102713592E-03 1.217009068E+00
 7.500000000E-01 5.206671543E-03 1.219168782E+00
 7.500000000E-01 5.312749185E-03 1.221350431E+00
 7.500000000E-01 5.420987494E-03 1.223555326E+00
 7.500000000E-01 5.531431176E-03 1.225785971E+00
 7.500000000E-01 5.644121207E-03 1.228043556E+00
 7.500000000E-01 5.759109743E-03 1.230329752E+00
 7.500000000E-01 5.876441486E-03 1.232645631E+00
 7.500000000E-01 5.996164866E-03 1.234991312E+00
 7.500000000E-01 6.118324585E-03 1.237366080E+00
 7.500000000E-01 6.242972799E-03 1.239766717E+00
 7.500000000E-01 6.370161660E-03 1.242186427E+00
 7.500000000E-01 6.499943323E-03 1.244614124E+00
 7.500000000E-01 6.632366218E-03 1.247034788E+00
 7.500000000E-01 6.767489947E-03 1.249430060E+00
 7.500000000E-01 6.905362941E-03 1.251780868E+00
 7.500000000E-01 7.046048529E-03 1.254070520E+00
 7.500000000E-01 7.189598866E-03 1.256298065E+00
 7.500000000E-01 7.336073555E-03 1.258477688E+00
 7.500000000E-01 7.485532202E-03 1.260614157E+00
 7.500000000E-01 7.638034411E-03 1.262694836E+00
 7.500000000E-01 7.793643512E-03 1.264700770E+00
 7.500000000E-01 7.952426560E-03 1.266605258E+00
 7.500000000E-01 8.114439435E-03 1.268372655E+00
 7.500000000E-01 8.279756643E-03 1.269954562E+00
 7.500000000E-01 8.448441513E-03 1.271283865E+00
 7.500000000E-01 8.620561101E-03 1.272272468E+00
 7.500000000E-01 8.796186186E-03 1.272820354E+00
 7.500000000E-01 8.975395001E-03 1.272866249E+00
 7.500000000E-01 9.158250876E-03 1.272483349E+00
 7.500000000E-01 9.344832040E-03 1.271883845E+00
 7.500000000E-01 9.535213001E-03 1.271256924E+00
 7.500000000E-01 9.729475714E-03 1.270659566E+00
 7.500000000E-01 9.927694686E-03 1.270082235E+00
 7.500000000E-01 1.012995187E-02 1.269518614E+00
 7.500000000E-01 1.033632923E-02 1.268962145E+00
 7.500000000E-01 1.054691244E-02 1.268403053E+00
 7.500000000E-01 1.076178346E-02 1.267835617E+00
 7.500000000E-01 1.098103542E-02 1.267258644E+00
 7.500000000E-01 1.120475028E-02 1.266671896E+00
 7.500000000E-01 1.143302489E-02 1.266074896E+00
 7.500000000E-01 1.166595239E-02 1.265468001E+00
 7.500000000E-01 1.190362219E-02 1.264850616E+00
 7.500000000E-01 1.214613486E-02 1.264222860E+00
 7.500000000E-01 1.239358727E-02 1.263584614E+00
 7.500000000E-01 1.264608372E-02 1.262935638E+00
 7.500000000E-01 1.290372480E-02 1.262275934E+00
 7.500000000E-01 1.316661108E-02 1.261605144E+00
 7.500000000E-01 1.343485434E-02 1.260923266E+00
 7.500000000E-01 1.370855886E-02 1.260230422E+00
 7.500000000E-01 1.398784388E-02 1.259526014E+00
 7.500000000E-01 1.427282114E-02 1.258810043E+00
 7.500000000E-01 1.456360240E-02 1.258082628E+00
 7.500000000E-01 1.486030687E-02 1.257343292E+00
 7.500000000E-01 1.516305376E-02 1.256592274E+00
 7.500000000E-01 1.547196973E-02 1.255829096E+00
 7.500000000E-01 1.578718051E-02 1.255053759E+00
 7.500000000E-01 1.610881463E-02 1.254266262E+00
 7.500000000E-01 1.643699780E-02 1.253466129E+00
 7.500000000E-01 1.677187160E-02 1.252653718E+00
 7.500000000E-01 1.711356267E-02 1.251828551E+00
 7.500000000E-01 1.746221259E-02 1.250990629E+00
 7.500000000E-01 1.781797037E-02 1.250139952E+00
 7.500000000E-01 1.818097755E-02 1.249275923E+00
 7.500000000E-01 1.855138317E-02 1.248398900E+00
 7.500000000E-01 1.892932877E-02 1.247508764E+00
 7.500000000E-01 1.931497827E-02 1.246605039E+00
 7.500000000E-01 1.970848069E-02 1.245687962E+00
 7.500000000E-01 2.010999992E-02 1.244757295E+00
 7.500000000E-01 2.051969990E-02 1.243812919E+00
 7.500000000E-01 2.093774453E-02 1.242854714E+00
 7.500000000E-01 2.136431262E-02 1.241882682E+00
 7.500000000E-01 2.179956809E-02 1.240896583E+00
 7.500000000E-01 2.224368975E-02 1.239896297E+00
 7.500000000E-01 2.269686386E-02 1.238881946E+00
 7.500000000E-01 2.315926179E-02 1.237853289E+00
 7.500000000E-01 2.363108471E-02 1.236810207E+00
 7.500000000E-01 2.411251888E-02 1.235752821E+00
 7.500000000E-01 2.460376546E-02 1.234680891E+00
 7.500000000E-01 2.510501817E-02 1.233594298E+00
 7.500000000E-01 2.561648563E-02 1.232493043E+00
 7.500000000E-01 2.613836899E-02 1.231377125E+00
 7.500000000E-01 2.667088434E-02 1.230246425E+00
 7.500000000E-01 2.721424773E-02 1.229100943E+00
 7.500000000E-01 2.776868269E-02 1.227940559E+00
 7.500000000E-01 2.833441272E-02 1.226765156E+00
 7.500000000E-01 2.891167626E-02 1.225574970E+00
 7.500000000E-01 2.950068936E-02 1.224369764E+00
 7.500000000E-01 3.010170534E-02 1.223149538E+00
 7.500000000E-01 3.071497008E-02 1.221914172E+00
 7.500000000E-01 3.134072199E-02 1.220664024E+00
 7.500000000E-01 3.197922930E-02 1.219398737E+00
 7.500000000E-01 3.263073787E-02 1.218118310E+00
 7.500000000E-01 3.329552338E-02 1.216822982E+00
 7.500000000E-01 3.397385404E-02 1.215512633E+00
 7.500000000E-01 3.466600552E-02 1.214187264E+00
 7.500000000E-01 3.537225351E-02 1.212846994E+00
 7.500000000E-01 3.609288856E-02 1.211491823E+00
 7.500000000E-01 3.682820871E-02 1.210121751E+00
 7.500000000E-01 3.757851198E-02 1.208736777E+00
 7.500000000E-01 3.834409639E-02 1.207337260E+00
 7.500000000E-01 3.912528232E-02 1.205923080E+00
 7.500000000E-01 3.992238268E-02 1.204494238E+00
 7.500000000E-01 4.073571786E-02 1.203050852E+00
 7.500000000E-01 4.156563058E-02 1.201593280E+00
 7.500000000E-01 4.241244122E-02 1.200121403E+00
 7.500000000E-01 4.327650741E-02 1.198635221E+00
 7.500000000E-01 4.415817931E-02 1.197135210E+00
 7.500000000E-01 4.505781457E-02 1.195621133E+00
 7.500000000E-01 4.597577825E-02 1.194093466E+00
 7.500000000E-01 4.691244289E-02 1.192552209E+00
 7.500000000E-01 4.786818847E-02 1.190997481E+00
 7.500000000E-01 4.884340242E-02 1.189429641E+00
 7.500000000E-01 4.983849451E-02 1.187848687E+00
 7.500000000E-01 5.085385218E-02 1.186254978E+00
 7.500000000E-01 5.188989267E-02 1.184648514E+00
 7.500000000E-01 5.294704810E-02 1.183029890E+00
 7.500000000E-01 5.402573571E-02 1.181398869E+00
 7.500000000E-01 5.512640253E-02 1.179756165E+00
 7.500000000E-01 5.624948815E-02 1.178101540E+00
 7.500000000E-01 5.739546195E-02 1.176435709E+00
 7.500000000E-01 5.856477842E-02 1.174758792E+00
 7.500000000E-01 5.975791439E-02 1.173070908E+00
 7.500000000E-01 6.097536162E-02 1.171372652E+00
 7.500000000E-01 6.221761182E-02 1.169664025E+00
 7.500000000E-01 6.348517537E-02 1.167945623E+00
 7.500000000E-01 6.477855146E-02 1.166217566E+00
 7.500000000E-01 6.609828770E-02 1.164480448E+00
 7.500000000E-01 6.744490564E-02 1.162734270E+00
 7.500000000E-01 6.881895661E-02 1.160979748E+00
 7.500000000E-01 7.022100687E-02 1.159217119E+00
 7.500000000E-01 7.165161520E-02 1.157446623E+00
 7.500000000E-01 7.311137766E-02 1.155668736E+00
 7.500000000E-01 7.460086793E-02 1.153884053E+00
 7.500000000E-01 7.612071931E-02 1.152092695E+00
 7.500000000E-01 7.767151296E-02 1.150295258E+00
 7.500000000E-01 7.925391197E-02 1.148492098E+00
 7.500000000E-01 8.086855710E-02 1.146683931E+00
 7.500000000E-01 8.251608908E-02 1.144870758E+00
 7.500000000E-01 8.419719338E-02 1.143053293E+00
 7.500000000E-01 8.591254056E-02 1.141232014E+00
 7.500000000E-01 8.766283095E-02 1.139407277E+00
 7.500000000E-01 8.944877982E-02 1.137579799E+00
 7.500000000E-01 9.127111733E-02 1.135749698E+00
 7.500000000E-01 9.313058853E-02 1.133917809E+00
 7.500000000E-01 9.502793849E-02 1.132084370E+00
 7.500000000E-01 9.696392715E-02 1.130250096E+00
 7.500000000E-01 9.893937409E-02 1.128415585E+00
 7.500000000E-01 1.009550691E-01 1.126580954E+00
 7.500000000E-01 1.030118167E-01 1.124747038E+00
 7.500000000E-01 1.051104814E-01 1.122914433E+00
 7.500000000E-01 1.072518975E-01 1.121083379E+00
 7.500000000E-01 1.094369292E-01 1.119254589E+00
 7.500000000E-01 1.116664857E-01 1.117428541E+00
 7.500000000E-01 1.139414757E-01 1.115605950E+00
 7.500000000E-01 1.162627935E-01 1.113787055E+00
 7.500000000E-01 1.186314225E-01 1.111972570E+00
 7.500000000E-01 1.210482866E-01 1.110163093E+00
 7.500000000E-01 1.235143989E-01 1.108359098E+00
 7.500000000E-01 1.260307580E-01 1.106561065E+00
 7.500000000E-01 1.285983771E-01 1.104769588E+00
 7.500000000E-01 1.312183142E-01 1.102985144E+00
 7.500000000E-01 1.338916272E-01 1.101208448E+00
 7.500000000E-01 1.366193891E-01 1.099439740E+00
 7.500000000E-01 1.394027323E-01 1.097679973E+00
 7.500000000E-01 1.422427893E-01 1.095929265E+00
 7.500000000E-01 1.451406926E-01 1.094188333E+00
 7.500000000E-01 1.480976492E-01 1.092457652E+00
 7.500000000E-01 1.511148363E-01 1.090737700E+00
 7.500000000E-01 1.541934907E-01 1.089028955E+00
 7.500000000E-01 1.573348790E-01 1.087331891E+00
 7.500000000E-01 1.605402529E-01 1.085647106E+00
 7.500000000E-01 1.638109386E-01 1.083975077E+00
 7.500000000E-01 1.671482474E-01 1.082316160E+00
 7.500000000E-01 1.705535650E-01 1.080670953E+00
 7.500000000E-01 1.740282476E-01 1.079039693E+00
 7.500000000E-01 1.775737107E-01 1.077422976E+00
 7.500000000E-01 1.811914295E-01 1.075821280E+00
 7.500000000E-01 1.848828346E-01 1.074234962E+00
 7.500000000E-01 1.886494458E-01 1.072664142E+00
 7.500000000E-01 1.924927980E-01 1.071109653E+00
 7.500000000E-01 1.964144409E-01 1.069571495E+00
 7.500000000E-01 2.004159838E-01 1.068050265E+00
 7.500000000E-01 2.044990510E-01 1.066546321E+00
 7.500000000E-01 2.086653262E-01 1.065059781E+00
 7.500000000E-01 2.129164487E-01 1.063591361E+00
 7.500000000E-01 2.172542065E-01 1.062140822E+00
 7.500000000E-01 2.216802984E-01 1.060708880E+00
 7.500000000E-01 2.261966020E-01 1.059295535E+00
 7.500000000E-01 2.308049053E-01 1.057901144E+00
 7.500000000E-01 2.355070859E-01 1.056526065E+00
 7.500000000E-01 2.403050512E-01 1.055170417E+00
 7.500000000E-01 2.452007979E-01 1.053834200E+00
 7.500000000E-01 2.501962483E-01 1.052518010E+00
 7.500000000E-01 2.552934885E-01 1.051221609E+00
 7.500000000E-01 2.604945600E-01 1.049945593E+00
 7.500000000E-01 2.658016384E-01 1.048689723E+00
 7.500000000E-01 2.712168097E-01 1.047454119E+00
 7.500000000E-01 2.767422795E-01 1.046239257E+00
